AltAGL,AltB,AltGPS,AltMSL,BaroA,E1_CHT1,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,E1_FFlow,E1_MAP,E1_OilP,E1_OilT,E1_RPM,E2_CHT1,E2_EGT1,E2_EGT2,E2_EGT3,E2_EGT4,E2_FFlow,E2_OilP,E2_OilT,E2_RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,VSpd,VSpdG,WndDr,WndSpd
1.00000,822.10000,749.80000,837.60000,29.78000,266.87000,1047.91000,1107.72000,1140.53000,1067.62000,2.32000,12.29000,53.23000,123.87000,1113.70000,236.00000,1004.71000,1029.12000,1016.45000,1048.13000,1.90000,52.80000,125.22000,1073.00000,51.87000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.38000,-0.14000,0.00000,-16.00000,0.00000,0.00000,0.00000
1.00000,822.10000,749.70000,837.50000,29.78000,267.18000,1047.75000,1109.35000,1141.83000,1065.53000,2.18000,12.29000,53.32000,123.83000,1114.40000,236.40000,1005.19000,1026.17000,1013.61000,1044.22000,1.85000,52.80000,125.23000,1067.80000,51.96000,54.00000,0.00000,0.00000,0.00000,-0.00000,25.00000,1.37000,-0.14000,0.00000,-16.00000,0.00000,0.00000,0.00000
2.00000,823.10000,750.40000,838.30000,29.78000,267.50000,1046.79000,1113.30000,1143.15000,1064.07000,2.25000,12.28000,53.33000,123.89000,1114.70000,236.81000,1006.25000,1026.98000,1012.65000,1045.02000,1.91000,52.67000,125.18000,1065.20000,51.94000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.38000,-0.13000,0.00000,-11.20000,0.00000,0.00000,0.00000
3.00000,823.10000,751.40000,839.20000,29.78000,267.88000,1046.91000,1111.84000,1142.46000,1065.39000,2.13000,12.31000,53.28000,123.86000,1119.00000,237.25000,1006.91000,1027.26000,1013.78000,1047.86000,1.93000,52.68000,125.19000,1063.80000,51.93000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.38000,-0.12000,0.00000,-1.37000,0.00000,0.00000,0.00000
3.00000,823.10000,752.20000,840.00000,29.78000,268.17000,1046.72000,1109.71000,1140.07000,1067.66000,2.11000,12.24000,53.41000,123.83000,1119.20000,237.66000,1006.80000,1028.16000,1014.04000,1051.35000,1.91000,52.77000,125.22000,1072.10000,51.84000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.40000,-0.12000,0.00000,-0.05000,3.90000,0.00000,0.00000
4.00000,824.10000,752.40000,840.20000,29.78000,268.47000,1046.79000,1109.23000,1140.65000,1068.39000,2.04000,12.27000,53.38000,123.90000,1117.60000,238.01000,1004.85000,1026.93000,1014.06000,1050.28000,1.90000,52.92000,125.24000,1081.10000,51.84000,54.00000,0.00000,0.00000,0.01000,-0.01000,25.00000,1.38000,-0.12000,0.00000,12.02000,0.00000,0.00000,0.00000
4.00000,824.10000,752.60000,840.40000,29.78000,268.83000,1046.35000,1109.82000,1140.18000,1068.37000,2.01000,12.30000,53.30000,123.83000,1115.00000,238.43000,1004.48000,1027.89000,1014.94000,1045.05000,1.94000,52.88000,125.26000,1076.00000,51.83000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.40000,-0.12000,0.00000,15.85000,0.00000,0.00000,0.00000
4.00000,824.10000,752.80000,840.60000,29.78000,269.17000,1046.01000,1109.53000,1139.88000,1070.22000,2.01000,12.30000,53.28000,123.87000,1113.10000,238.81000,1003.77000,1030.76000,1018.50000,1043.92000,1.91000,52.82000,125.28000,1072.70000,51.89000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.38000,-0.11000,0.00000,16.00000,0.00000,0.00000,0.00000
3.00000,824.10000,751.80000,839.60000,29.78000,269.42000,1045.57000,1108.84000,1143.09000,1069.35000,1.98000,12.31000,53.23000,123.84000,1110.40000,239.17000,1004.29000,1029.60000,1019.28000,1043.74000,1.89000,52.92000,125.28000,1080.20000,51.93000,54.00000,0.00000,0.00000,0.01000,-0.00000,25.00000,1.38000,-0.10000,0.00000,13.94000,0.00000,0.00000,0.00000
2.00000,824.10000,751.00000,838.80000,29.78000,269.70000,1045.19000,1109.72000,1143.84000,1068.30000,2.00000,12.30000,53.24000,123.85000,1111.10000,239.58000,1005.03000,1028.85000,1017.20000,1043.59000,1.89000,52.89000,125.28000,1073.80000,51.87000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.38000,-0.10000,0.00000,0.95000,0.00000,0.00000,0.00000
2.00000,824.10000,750.40000,838.20000,29.78000,270.01000,1045.28000,1108.96000,1146.50000,1067.19000,2.17000,12.38000,53.11000,123.84000,1106.20000,239.94000,1004.57000,1028.37000,1016.65000,1042.73000,1.89000,52.87000,125.27000,1074.70000,51.85000,54.00000,0.00000,0.00000,-0.00000,0.00000,25.00000,1.40000,-0.09000,0.00000,0.03000,3.90000,0.00000,0.00000
1.00000,825.10000,750.20000,838.00000,29.78000,270.30000,1046.11000,1108.46000,1146.68000,1066.75000,2.15000,12.35000,53.19000,123.86000,1109.90000,240.32000,1002.89000,1028.91000,1014.88000,1043.73000,1.90000,52.84000,125.23000,1074.20000,51.88000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.40000,-0.10000,0.00000,5.34000,0.00000,0.00000,0.00000
1.00000,825.10000,750.10000,837.90000,29.78000,270.64000,1047.93000,1108.47000,1145.20000,1065.99000,2.07000,12.35000,53.19000,123.84000,1103.70000,240.67000,1001.96000,1026.77000,1013.64000,1041.50000,1.96000,52.92000,125.22000,1075.90000,51.79000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.41000,-0.10000,0.00000,0.65000,0.00000,0.00000,0.00000
1.00000,824.10000,750.00000,837.80000,29.78000,270.91000,1049.19000,1109.57000,1146.77000,1065.66000,2.19000,12.37000,53.16000,123.88000,1107.60000,241.05000,1002.16000,1025.96000,1011.87000,1040.03000,1.93000,52.93000,125.21000,1080.10000,51.88000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.40000,-0.10000,0.00000,-12.54000,3.90000,0.00000,0.00000
2.00000,824.10000,750.80000,838.70000,29.78000,271.23000,1048.12000,1109.48000,1144.87000,1067.18000,2.10000,12.38000,53.16000,123.84000,1106.20000,241.44000,999.07000,1025.95000,1011.30000,1038.79000,1.90000,52.88000,125.22000,1070.60000,51.91000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.37000,-0.09000,0.00000,-15.87000,0.00000,0.00000,0.00000
3.00000,824.10000,752.20000,840.00000,29.78000,271.47000,1047.80000,1108.76000,1144.34000,1068.26000,2.01000,12.38000,53.07000,123.90000,1106.80000,241.83000,999.63000,1026.65000,1010.33000,1041.70000,1.88000,52.84000,125.23000,1073.00000,51.90000,54.00000,0.00000,0.00000,0.01000,-0.00000,25.00000,1.37000,-0.10000,0.00000,-3.32000,0.00000,0.00000,0.00000
4.00000,825.10000,752.50000,840.30000,29.78000,271.73000,1047.28000,1107.10000,1144.96000,1067.39000,1.99000,12.35000,53.14000,123.84000,1110.00000,242.18000,1000.39000,1026.35000,1010.18000,1040.19000,1.90000,52.83000,125.25000,1071.10000,51.86000,54.00000,0.00000,0.00000,0.00000,-0.01000,25.00000,1.38000,-0.10000,0.00000,7.93000,0.00000,0.00000,0.00000
4.00000,825.10000,752.70000,840.50000,29.78000,272.05000,1048.09000,1106.51000,1146.10000,1066.19000,2.07000,12.34000,53.18000,123.91000,1107.50000,242.56000,1000.34000,1023.63000,1012.16000,1040.27000,1.91000,52.75000,125.29000,1067.90000,51.88000,54.00000,0.00000,0.00000,0.00000,-0.01000,25.00000,1.38000,-0.10000,0.00000,1.81000,3.90000,0.00000,0.00000
4.00000,824.10000,752.90000,840.70000,29.78000,272.32000,1049.67000,1105.96000,1146.62000,1065.48000,2.02000,12.38000,53.19000,123.83000,1112.80000,242.91000,1003.07000,1021.33000,1013.42000,1039.67000,1.88000,52.68000,125.29000,1061.90000,51.88000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.38000,-0.10000,0.00000,-13.76000,0.00000,0.00000,0.00000
2.00000,825.10000,750.20000,838.00000,29.78000,272.63000,1050.48000,1105.14000,1146.37000,1065.96000,2.05000,12.36000,53.21000,123.93000,1113.30000,243.30000,1004.08000,1020.45000,1014.17000,1044.92000,1.89000,52.63000,125.26000,1060.90000,51.88000,54.00000,0.00000,0.00000,0.01000,0.01000,25.00000,1.38000,-0.11000,0.00000,-6.88000,3.90000,0.00000,0.00000
1.00000,825.10000,749.20000,837.00000,29.78000,272.97000,1048.46000,1106.13000,1142.96000,1066.27000,2.04000,12.30000,53.33000,123.88000,1119.50000,243.67000,1002.78000,1022.15000,1017.38000,1045.36000,1.86000,52.67000,125.29000,1065.40000,51.86000,54.00000,0.00000,0.00000,0.00000,0.00000,25.00000,1.38000,-0.13000,0.00000,0.78000,0.00000,0.00000,0.00000
0.00000,824.10000,748.50000,836.30000,29.78000,273.21000,1047.82000,1106.49000,1140.87000,1066.20000,2.02000,12.27000,53.39000,123.91000,1119.50000,244.03000,1004.19000,1023.43000,1017.18000,1044.53000,1.88000,52.78000,125.29000,1076.10000,51.86000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.38000,-0.12000,0.00000,-15.01000,3.90000,0.00000,0.00000
0.00000,824.10000,748.50000,836.30000,29.78000,273.53000,1048.08000,1107.96000,1139.69000,1064.94000,2.00000,12.28000,53.34000,123.95000,1119.50000,244.37000,1005.38000,1023.33000,1017.09000,1041.68000,1.89000,52.92000,125.31000,1080.80000,51.85000,54.00000,0.00000,0.00000,0.01000,-0.00000,25.00000,1.40000,-0.12000,0.00000,-15.97000,0.00000,0.00000,0.00000
0.00000,824.10000,748.30000,836.10000,29.78000,273.85000,1047.48000,1107.59000,1139.51000,1065.33000,1.97000,12.25000,53.43000,123.90000,1124.20000,244.75000,1008.26000,1022.52000,1013.97000,1042.06000,1.99000,52.93000,125.31000,1082.00000,51.84000,54.00000,0.00000,0.00000,0.00000,0.01000,25.00000,1.40000,-0.11000,0.00000,-16.62000,0.00000,0.00000,0.00000
0.00000,824.10000,748.20000,836.10000,29.78000,274.15000,1047.78000,1108.02000,1140.00000,1066.16000,1.96000,12.26000,53.44000,123.95000,1120.00000,245.08000,1009.88000,1023.83000,1011.80000,1040.66000,2.11000,53.04000,125.31000,1087.80000,51.84000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.40000,-0.11000,0.00000,-16.03000,0.00000,0.00000,0.00000
0.00000,824.10000,748.20000,836.00000,29.78000,274.47000,1047.61000,1108.70000,1138.02000,1067.19000,1.97000,12.27000,53.32000,123.98000,1122.00000,245.42000,1007.16000,1023.13000,1011.06000,1040.52000,2.01000,53.16000,125.28000,1092.40000,51.91000,54.00000,0.00000,0.00000,0.01000,0.01000,25.00000,1.40000,-0.12000,0.00000,-16.00000,0.00000,0.00000,0.00000
0.00000,824.10000,749.00000,836.80000,29.78000,274.76000,1046.84000,1108.23000,1136.99000,1067.14000,1.95000,12.25000,53.47000,123.94000,1119.00000,245.76000,1004.49000,1022.67000,1010.68000,1042.52000,1.96000,53.17000,125.29000,1090.20000,51.95000,54.00000,0.00000,0.00000,-0.00000,0.00000,25.00000,1.40000,-0.12000,0.00000,-16.00000,0.00000,0.00000,0.00000
1.00000,824.10000,750.10000,837.90000,29.78000,275.11000,1045.76000,1109.30000,1143.54000,1066.79000,1.95000,12.29000,53.24000,123.97000,1112.20000,246.13000,1004.55000,1024.11000,1013.66000,1044.78000,1.91000,53.11000,125.29000,1084.90000,51.98000,54.00000,0.00000,0.00000,-0.00000,0.01000,25.00000,1.41000,-0.12000,0.00000,-16.00000,0.00000,0.00000,0.00000
