#AltAGL,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,BaroA,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NAV1,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
#ft agl,ft Baro,ft wgs,ft msl,ft msl,amps,inch,MHz,MHz,deg,deg F,deg F,deg F,deg F,gph,psi,deg F,rpm,gals,gals,kt,mt,fsd,deg,mt,mt,kt,G,degrees,degrees,deg,MHz,G,deg C,deg,deg,kt,gals,deg,volts,mt,fpm,fpm,deg,kt,deg,nm
1748.0,2580.6,2522.2,2610.7,-55.90000000000009,0.4,30.04,132.3,124.575,312.6,1262.82,1283.44,1287.65,1252.75,8.8,72.53,183.35,2271.8,15.19,11.39,97.7,1852.0,0.008,313.3,15.0,10.0,105.77,-0.03,47.6837692,-96.7849655,2.8,114.3,0.28,18.2,0.53,-5.89,111.0,26.58,316.3,28.0,18.0,-358.39,-216.5,-59.5,16.28,-47.5,22.3
1748.0,2578.6,2521.7,2610.2,-52.40000000000009,0.4,30.04,132.3,124.575,312.6,1262.02,1283.07,1288.74,1253.45,8.78,72.89,183.34,2274.9,15.0,11.68,97.54,1852.0,0.007,313.9,15.0,10.0,106.5,0.09,47.6840973,-96.7854004,2.8,114.3,-0.01,18.2,0.79,-9.21,112.0,26.68,315.1,28.0,19.0,-268.79,-47.2,-59.6,16.18,-47.5,22.3
1745.0,2577.6,2519.2,2607.7,-51.100000000000364,0.5,30.04,132.3,124.575,312.6,1260.72,1283.74,1289.54,1254.95,8.8,72.68,183.45,2271.6,15.26,11.47,97.11,1852.0,0.006,312.0,15.5,11.0,106.96,0.04,47.684433,-96.7858658,2.8,114.3,0.05,18.5,1.2,-7.57,113.0,26.73,314.1,28.0,19.0,-164.01,-141.7,-59.6,16.09,-47.5,22.2
1742.0,2575.6,2515.6,2604.1,-49.5,0.4,30.04,132.3,124.575,312.6,1263.23,1283.75,1289.86,1255.62,8.78,72.9,183.4,2275.4,14.63,11.84,96.65,1852.0,0.006,310.7,15.5,10.0,106.84,0.02,47.6847458,-96.7863159,2.8,114.3,0.0,18.5,0.35,-8.5,112.0,26.47,312.8,28.0,19.0,-151.9,-177.2,-59.5,16.01,-47.5,22.2
1738.0,2575.6,2512.0,2600.5,-46.90000000000009,0.6,30.04,132.3,124.575,312.6,1263.04,1283.44,1291.44,1256.62,8.81,72.81,183.23,2276.8,14.95,11.28,96.36,1852.0,0.006,310.1,15.5,10.0,107.0,0.01,47.68507,-96.7868042,2.8,114.3,-0.11,18.5,-0.94,-7.68,113.0,26.229999999999997,311.8,28.0,18.0,-84.03,-287.4,-59.5,15.94,-47.5,22.2
1730.0,2572.6,2503.5,2592.0,-48.80000000000018,0.6,30.04,132.3,124.575,312.6,1262.55,1284.09,1292.69,1258.24,8.81,72.85,183.09,2280.3,14.73,11.68,96.28,1852.0,0.007,309.2,15.0,10.0,107.43,0.02,47.6853676,-96.787262,2.8,114.3,0.0,18.5,-1.23,-7.16,113.0,26.41,310.6,28.0,18.0,-93.32,-496.1,-59.4,15.9,-47.5,22.2
1720.0,2561.6,2493.6,2582.1,-51.20000000000027,0.5,30.04,132.3,124.575,312.6,1264.51,1284.96,1293.58,1257.68,8.83,72.79,182.95,2283.7,14.81,11.11,96.43,1852.0,0.008,308.4,15.0,10.0,108.12,0.0,47.6856689,-96.7877579,2.8,114.3,-0.12,18.5,-1.94,-5.6,114.0,25.92,309.8,28.0,18.0,-254.32,-578.7,-59.3,15.87,-47.5,22.1
1708.0,2555.6,2482.2,2570.7,-56.40000000000009,0.5,30.04,132.3,124.575,312.6,1266.52,1286.5,1292.88,1256.63,8.83,73.09,182.88,2290.1,14.66,11.57,96.67,1852.0,0.01,307.8,15.5,10.0,108.67,0.03,47.6859589,-96.7882462,2.8,114.3,0.02,18.5,-1.53,-5.58,114.0,26.23,308.9,28.0,19.0,-345.41,-692.9,-59.2,15.87,-47.5,22.1
1697.0,2539.6,2470.9,2559.4,-60.29999999999973,0.5,30.04,132.3,124.575,312.6,1264.41,1287.38,1293.5,1256.32,8.83,73.09,182.77,2290.8,14.69,11.06,96.86,1852.0,0.012,307.2,15.5,11.0,109.26,0.07,47.6862679,-96.7887573,2.8,114.3,0.02,18.5,-0.91,-7.36,115.0,25.75,308.2,28.0,19.0,-549.33,-669.3,-59.2,15.87,-47.5,22.1
1688.0,2527.6,2462.2,2550.7,-63.70000000000027,0.5,30.04,132.3,124.575,312.6,1264.34,1288.27,1296.18,1256.79,8.84,73.2,182.74,2286.6,14.68,11.47,97.08,1852.0,0.014,304.9,15.5,10.0,109.18,0.03,47.6865463,-96.7892609,2.8,114.3,0.01,18.5,-0.55,-7.88,115.0,26.15,307.1,28.0,19.0,-693.18,-582.7,-59.1,15.89,-47.5,22.1
1677.0,2519.6,2451.3,2539.8,-70.89999999999964,0.5,30.04,132.3,124.575,312.6,1264.93,1288.11,1296.18,1257.43,8.86,72.91,182.71,2285.6,14.78,11.31,97.08,1852.0,0.018,304.1,15.5,10.0,108.89,0.05,47.6868324,-96.7897873,2.8,114.3,0.1,18.5,-0.14,-7.49,114.0,26.09,305.9,28.0,18.0,-655.96,-547.2,-58.9,15.92,-47.5,22.0
1670.0,2511.6,2443.9,2532.5,-77.69999999999982,0.4,30.04,132.3,124.575,312.6,1263.9,1288.25,1296.13,1258.11,8.87,73.01,182.69,2283.8,14.74,11.31,96.92,1852.0,0.021,303.1,15.0,10.0,108.72,0.05,47.6870956,-96.7902985,2.8,114.3,0.05,18.5,0.55,-5.56,114.0,26.05,304.7,28.0,18.0,-608.21,-484.3,-58.9,15.96,-47.5,22.0
1663.0,2503.6,2436.6,2525.1,-82.59999999999991,0.5,30.04,132.3,124.575,312.6,1265.34,1288.51,1295.65,1257.97,8.84,73.15,182.69,2291.1,14.77,11.26,96.69,1852.0,0.025,301.8,15.0,10.0,108.75,0.0,47.6873779,-96.7908478,2.8,114.3,0.05,18.5,0.93,-2.59,114.0,26.03,304.0,28.0,18.0,-559.76,-444.9,-58.8,16.0,-47.5,22.0
1658.0,2499.6,2431.7,2520.2,-83.90000000000009,0.5,30.04,132.3,124.575,312.6,1265.92,1289.41,1296.49,1258.04,8.85,73.15,182.67,2297.2,14.84,11.24,96.12,1852.0,0.029,302.1,15.0,10.0,109.15,0.02,47.6876297,-96.7913666,2.8,114.3,0.09,18.5,1.47,-1.78,115.0,26.08,303.6,28.0,19.0,-431.04,-315.0,-58.9,16.06,-47.4,22.0
1654.0,2495.6,2428.2,2516.7,-83.80000000000018,0.4,30.04,132.3,124.575,312.6,1266.11,1290.16,1297.66,1257.69,8.86,73.18,182.62,2296.4,14.86,11.08,95.48,1852.0,0.034,302.5,15.5,11.0,109.76,0.04,47.6879005,-96.7919006,2.8,114.3,-0.03,18.5,1.87,-1.74,115.0,25.939999999999998,303.5,28.0,19.0,-346.36,-208.7,-58.9,16.13,-47.4,21.9
1652.0,2491.6,2425.8,2514.4,-77.59999999999991,0.4,30.04,132.3,124.575,312.6,1266.4,1290.79,1298.2,1257.59,8.85,73.11,182.6,2290.2,14.7,11.36,94.78,1852.0,0.038,302.6,15.5,10.0,109.99,0.02,47.6881561,-96.7924118,2.8,114.3,-0.04,18.5,1.44,-1.91,116.0,26.06,303.5,28.0,19.0,-299.47,-118.1,-59.0,16.23,-47.4,21.9
1652.0,2489.6,2425.7,2514.2,-67.90000000000009,0.5,30.04,132.3,124.575,312.6,1267.14,1290.69,1298.76,1256.68,8.85,72.93,182.56,2275.2,14.93,11.11,94.3,1852.0,0.042,303.1,15.5,10.0,109.58,0.04,47.6884155,-96.7929382,2.8,114.3,-0.07,18.5,1.18,-1.82,115.0,26.04,303.4,28.0,18.0,-236.38,-98.4,-59.1,16.34,-47.4,21.9
1647.0,2485.6,2420.9,2509.5,-61.19999999999982,0.4,30.04,132.3,124.575,312.6,1267.31,1290.38,1300.43,1256.26,8.82,72.66,182.48,2268.1,14.7,11.52,93.71,1852.0,0.046,302.2,15.0,10.0,108.57,0.01,47.6886635,-96.7934494,2.8,114.3,-0.0,18.8,0.9,-3.37,114.0,26.22,303.4,28.0,18.0,-210.62,-248.0,-59.2,16.46,-47.4,21.9
1640.0,2481.6,2414.4,2502.9,-56.5,0.6,30.04,132.3,124.575,312.6,1267.2,1288.84,1299.0,1255.67,8.83,72.61,182.46,2262.2,14.69,11.33,93.46,1852.0,0.05,302.3,15.0,10.0,107.4,0.02,47.6889229,-96.7939835,2.8,114.3,-0.09,18.8,0.05,-3.63,113.0,26.02,303.0,28.0,18.0,-235.15,-381.9,-59.3,16.59,-47.4,21.8
1631.0,2473.6,2405.2,2493.8,-56.899999999999636,0.7,30.04,132.3,124.575,312.6,1265.33,1288.72,1298.66,1255.15,8.82,72.5,182.44,2264.6,14.95,11.33,93.3,1852.0,0.055,302.7,15.0,10.0,106.61,0.05,47.6891747,-96.794487,2.8,114.3,-0.06,18.8,-0.45,-3.09,112.0,26.28,302.7,28.0,19.0,-293.01,-551.2,-59.3,16.72,-47.4,21.8
1620.0,2463.6,2394.4,2482.9,-56.90000000000009,0.5,30.04,132.3,124.575,312.6,1263.25,1289.45,1296.73,1255.4,8.81,72.54,182.39,2269.9,14.73,11.45,93.3,1852.0,0.059,302.0,15.5,11.0,106.3,0.03,47.6894188,-96.7950134,2.8,114.3,0.08,18.8,-0.22,-2.56,112.0,26.18,302.5,28.0,19.0,-416.68,-653.5,-59.3,16.84,-47.4,21.8
1611.0,2448.6,2385.2,2473.8,-58.69999999999982,0.5,30.04,132.3,124.575,312.6,1262.51,1289.07,1295.0,1256.79,8.77,72.95,182.36,2268.6,14.8,11.3,93.34,1852.0,0.064,302.2,15.5,10.0,106.35,0.04,47.6896667,-96.7955399,2.8,114.3,0.07,18.8,0.74,-2.02,112.0,26.1,302.2,28.0,20.0,-584.45,-574.8,-59.3,16.96,-47.4,21.8
1603.0,2440.6,2376.4,2465.0,-60.09999999999991,0.4,30.04,132.3,124.575,312.6,1263.51,1288.66,1295.25,1256.51,8.83,72.82,182.29,2268.9,14.98,11.55,93.15,1852.0,0.068,301.8,15.5,10.0,106.27,0.01,47.6899147,-96.7960587,2.8,114.3,0.08,18.8,1.57,-2.11,112.0,26.53,302.1,28.0,18.0,-645.41,-429.1,-59.3,17.08,-47.4,21.7
1597.0,2435.6,2371.4,2459.9,-60.29999999999973,0.4,30.04,132.3,124.575,312.6,1263.55,1289.42,1296.66,1256.44,8.83,72.79,182.27,2266.9,14.91,11.43,92.68,1852.0,0.073,302.1,15.0,10.0,106.32,0.06,47.6901588,-96.7965851,2.8,114.3,-0.0,18.8,1.94,-3.07,112.0,26.34,301.9,28.0,18.0,-527.5,-334.6,-59.2,17.2,-47.3,21.7
1593.0,2428.6,2366.6,2455.1,-61.59999999999991,0.5,30.04,132.3,124.575,312.6,1263.8,1289.31,1295.45,1256.74,8.86,72.62,182.25,2258.6,15.06,11.4,92.08,1852.0,0.078,301.5,15.0,10.0,106.17,0.02,47.6903992,-96.7971039,2.8,114.3,0.11,18.8,2.13,-3.63,111.0,26.46,301.6,28.0,18.0,-474.54,-283.5,-59.2,17.31,-47.3,21.7
1590.0,2422.6,2363.5,2452.0,-62.40000000000009,0.5,30.04,132.3,124.575,312.6,1262.81,1288.21,1294.26,1255.91,8.82,72.5,182.2,2250.8,14.91,11.61,91.54,1852.0,0.083,301.3,15.0,10.0,105.52,0.03,47.6906357,-96.7976227,2.8,114.3,0.03,18.8,1.9,-4.93,111.0,26.52,300.9,28.0,19.0,-419.87,-189.0,-59.1,17.42,-47.3,21.7
1590.0,2418.6,2361.3,2449.8,-64.39999999999964,0.5,30.04,132.3,124.575,312.6,1262.26,1287.55,1294.22,1254.69,8.83,72.59,182.22,2245.9,15.11,11.36,91.05,1852.0,0.089,301.0,15.0,11.0,104.71,0.03,47.6908646,-96.7981491,2.8,114.3,0.01,18.8,1.85,-3.5,110.0,26.47,300.4,28.0,19.0,-360.66,-133.9,-58.9,17.52,-47.3,21.6
1588.0,2417.6,2358.9,2447.5,-62.0,0.5,30.04,132.3,124.575,312.6,1262.1,1285.55,1291.98,1253.65,8.8,72.39,182.14,2241.9,15.14,11.68,90.6,1852.0,0.094,300.5,15.0,10.0,103.89,0.03,47.6910896,-96.7986679,2.8,114.3,-0.05,19.0,2.1,-3.77,109.0,26.82,299.8,28.0,20.0,-262.59,-129.9,-58.8,17.61,-47.3,21.6
1587.0,2412.6,2358.1,2446.6,-56.30000000000018,0.4,30.04,132.3,124.575,312.6,1265.38,1285.89,1291.98,1255.49,9.03,72.93,182.07,2281.6,15.2,11.45,90.19,1852.0,0.1,300.1,15.0,10.0,103.25,0.02,47.6913109,-96.7991943,2.8,114.3,-0.02,19.0,2.04,-3.86,108.0,26.65,299.3,28.0,18.0,-225.87,-137.8,-58.6,17.69,-47.3,21.6
1584.0,2409.6,2355.2,2443.7,-50.100000000000364,0.5,30.04,132.3,124.575,312.6,1268.83,1288.26,1292.48,1258.5,9.26,73.41,182.03,2284.8,15.16,11.73,89.96,1852.0,0.106,299.2,15.0,10.0,102.54,0.0,47.6915283,-96.7997131,2.8,114.3,0.04,19.0,1.78,-4.03,108.0,26.89,298.8,28.0,18.0,-213.1,-153.5,-58.4,17.75,-47.3,21.6
1583.0,2406.6,2353.5,2442.0,-40.90000000000009,0.5,30.04,132.3,124.575,312.6,1270.65,1291.63,1293.03,1261.79,9.56,73.86,181.98,2319.8,15.33,11.8,89.94,1852.0,0.112,298.5,15.0,10.0,101.74,0.02,47.6917458,-96.8002472,2.8,114.3,-0.01,19.0,1.15,-2.94,107.0,27.130000000000003,298.2,28.0,19.0,-226.53,-106.3,-58.2,17.8,-47.2,21.5
1581.0,2406.6,2351.9,2440.4,-33.40000000000009,0.5,30.04,132.3,124.575,312.6,1274.25,1294.56,1293.19,1263.56,9.81,73.86,181.99,2328.8,15.56,11.77,90.12,1852.0,0.118,298.6,15.0,10.0,101.33,0.02,47.6919556,-96.8007812,2.8,114.3,-0.0,19.0,1.3,-1.7,106.0,27.33,297.7,28.0,19.0,-152.89,-98.4,-58.0,17.83,-47.2,21.5
1578.0,2404.6,2349.2,2437.7,-27.300000000000182,0.5,30.04,132.3,124.575,312.6,1279.57,1299.16,1296.68,1266.38,10.32,74.81,182.02,2380.7,15.66,11.87,90.33,1852.0,0.125,298.3,15.5,10.0,101.28,-0.01,47.6921654,-96.8013153,2.8,114.3,0.08,19.0,2.16,-0.46,106.0,27.53,297.6,28.0,19.0,-112.69,-165.4,-57.8,17.85,-47.2,21.5
1577.0,2399.6,2348.0,2436.5,-23.40000000000009,0.6,30.04,132.3,124.575,312.6,1282.62,1304.64,1298.67,1269.46,10.63,75.17,182.04,2393.4,15.52,12.04,90.7,1852.0,0.131,299.4,15.5,10.0,101.2,0.06,47.692379,-96.8018494,2.8,114.3,-0.04,19.0,0.92,0.16,106.0,27.56,297.6,28.0,20.0,-165.09,-55.1,-57.6,17.85,-47.2,21.5
1575.0,2402.6,2346.4,2434.9,-20.199999999999818,0.5,30.04,132.3,124.575,312.6,1285.25,1308.44,1300.36,1272.25,10.85,74.93,182.09,2392.0,15.98,12.01,91.17,1852.0,0.138,299.1,15.5,10.0,101.18,0.04,47.6925926,-96.8023834,2.8,114.3,-0.01,19.0,1.26,-1.77,106.0,27.990000000000002,297.9,28.0,18.0,-100.03,0.0,-57.4,17.83,-47.2,21.4
1576.0,2402.6,2347.0,2435.5,-16.5,0.5,30.04,132.3,124.575,312.6,1288.24,1311.32,1302.28,1273.84,10.95,75.04,182.15,2394.6,15.86,12.29,91.56,1852.0,0.144,298.4,15.0,10.0,101.53,0.02,47.6928101,-96.8029251,2.8,114.3,0.02,19.0,1.6,-4.91,107.0,28.15,297.7,28.0,18.0,-32.97,15.7,-57.2,17.81,-47.2,21.4
1577.0,2402.6,2347.9,2436.4,-13.400000000000091,0.4,30.04,132.3,124.575,312.6,1290.81,1312.67,1304.1,1275.73,11.03,75.14,182.13,2400.0,15.74,12.31,91.85,1852.0,0.151,297.8,15.0,10.0,101.97,0.05,47.6930199,-96.8034744,2.8,114.3,-0.01,19.0,1.86,-6.77,107.0,28.05,297.0,28.0,19.0,-11.02,63.0,-56.9,17.77,-47.1,21.4
1579.0,2401.6,2350.1,2438.6,-8.900000000000091,0.4,30.04,132.3,124.575,312.6,1291.86,1314.56,1303.44,1277.26,11.06,75.3,182.15,2402.5,15.78,12.27,92.04,1852.0,0.158,295.8,15.0,10.0,102.38,0.01,47.693222,-96.8040237,2.8,114.3,-0.11,19.0,1.87,-7.06,108.0,28.049999999999997,296.0,28.0,19.0,-22.31,133.9,-56.7,17.72,-47.1,21.4
1582.0,2404.6,2353.1,2441.6,-5.0,0.5,30.04,132.3,124.575,312.6,1292.77,1317.6,1303.85,1277.45,11.08,75.22,182.1,2402.7,15.89,12.31,92.16,1852.0,0.166,295.1,15.0,10.0,102.53,0.01,47.6934204,-96.8045883,2.8,114.3,0.09,19.2,2.68,-4.27,108.0,28.200000000000003,294.8,28.0,19.0,35.58,185.0,-56.5,17.66,-47.1,21.3
1588.0,2407.6,2359.1,2447.6,3.900000000000091,0.5,30.04,132.3,124.575,312.6,1292.65,1318.98,1305.27,1277.78,11.08,75.26,181.96,2403.4,15.84,12.15,92.08,1852.0,0.174,294.9,15.0,10.0,102.61,0.0,47.6936188,-96.8051453,2.8,114.3,0.03,19.2,3.2,-2.18,108.0,27.990000000000002,293.9,28.0,19.0,67.38,315.0,-56.3,17.59,-47.1,21.3
1596.0,2414.6,2367.3,2455.8,13.800000000000182,0.5,30.04,132.3,124.575,312.6,1292.92,1319.18,1305.68,1279.08,11.07,74.98,181.84,2400.7,15.82,12.07,91.87,1852.0,0.183,295.6,15.0,10.0,102.7,0.04,47.6938057,-96.8057098,2.8,114.3,0.01,19.2,4.0,-2.43,108.0,27.89,293.6,28.0,18.0,204.93,397.6,-56.2,17.51,-47.1,21.3
1604.0,2419.6,2374.8,2463.3,22.90000000000009,0.5,30.04,132.3,124.575,312.6,1293.12,1319.6,1306.62,1280.99,11.09,74.98,181.76,2394.5,16.02,12.19,91.42,1852.0,0.191,295.3,15.0,10.0,102.56,0.04,47.6939926,-96.8062744,2.8,114.3,0.18,19.2,4.74,-2.75,108.0,28.21,293.3,28.0,18.0,276.29,456.7,-56.1,17.43,-47.0,21.3
1614.0,2425.6,2384.9,2473.4,35.70000000000027,0.4,30.04,132.3,124.575,312.6,1292.57,1319.68,1306.97,1281.41,11.11,75.24,181.67,2389.6,15.9,12.21,90.84,1852.0,0.199,293.8,15.0,10.0,101.98,0.01,47.6941719,-96.8068314,2.8,114.3,-0.02,19.2,4.21,-2.18,107.0,28.11,292.9,28.0,18.0,277.81,590.6,-56.0,17.35,-47.0,21.2
1624.0,2437.6,2394.8,2483.3,46.80000000000018,0.5,30.04,132.3,124.575,312.6,1292.01,1319.92,1306.54,1281.3,11.12,75.13,181.5,2387.3,15.83,12.24,90.37,1852.0,0.208,293.6,15.0,10.0,101.36,0.04,47.6943512,-96.8073959,2.8,114.3,-0.08,19.2,3.59,-1.35,106.0,28.07,292.6,28.0,19.0,432.41,590.6,-55.8,17.26,-47.0,21.2
1632.0,2449.6,2402.4,2491.0,56.09999999999991,0.5,30.04,132.3,124.575,312.6,1292.79,1319.16,1306.41,1281.06,11.12,74.55,181.36,2386.7,16.04,12.14,90.1,1852.0,0.216,293.2,15.0,10.0,101.0,0.0,47.6945305,-96.8079453,2.8,114.3,-0.05,19.2,2.87,0.09,106.0,28.18,292.5,28.0,19.0,561.92,456.7,-55.7,17.16,-47.0,21.2
1636.0,2456.6,2406.8,2495.3,59.80000000000018,0.4,30.04,132.3,124.575,312.6,1294.39,1319.12,1306.05,1280.02,11.09,74.74,181.2,2380.8,15.99,12.17,90.06,1852.0,0.225,293.4,15.0,10.0,100.8,-0.0,47.6947098,-96.8085098,2.8,114.3,0.02,19.2,2.76,0.13,106.0,28.16,292.6,28.0,19.0,556.47,299.2,-55.6,17.07,-46.9,21.2
1639.0,2457.6,2409.7,2498.2,61.79999999999973,0.5,30.04,132.3,124.575,312.6,1295.68,1318.8,1306.15,1280.35,11.06,74.91,181.13,2382.3,16.0,12.18,90.1,1852.0,0.233,294.4,15.0,10.0,100.61,0.02,47.6948891,-96.8090668,2.8,114.3,0.03,19.2,3.08,-0.62,106.0,28.18,292.9,28.0,18.0,414.56,275.6,-55.6,16.98,-46.9,21.1
1644.0,2462.6,2414.5,2503.0,64.40000000000009,0.5,30.04,132.3,124.575,312.6,1296.42,1319.1,1307.34,1280.87,11.07,75.09,181.06,2380.3,16.01,12.28,89.9,1852.0,0.242,294.5,14.5,10.0,100.57,0.04,47.6950722,-96.8096237,2.8,114.3,0.01,19.2,3.93,-0.63,106.0,28.29,293.0,28.0,18.0,311.0,275.6,-55.5,16.88,-46.9,21.1
1649.0,2464.6,2419.9,2508.4,66.80000000000018,0.5,30.04,132.3,124.575,312.6,1295.19,1319.04,1306.43,1281.08,11.05,74.8,180.89,2376.1,16.08,12.3,89.63,1852.0,0.25,293.9,15.0,10.0,100.36,0.01,47.6952515,-96.8101654,2.8,114.3,0.02,19.2,3.54,-1.66,106.0,28.38,293.1,28.0,18.0,234.55,326.8,-55.5,16.8,-46.9,21.1
1654.0,2473.6,2425.4,2513.9,66.30000000000018,0.6,30.04,132.3,124.575,312.6,1294.47,1319.56,1305.89,1282.07,11.02,74.44,180.8,2375.0,15.99,12.37,89.46,1852.0,0.258,293.9,15.0,10.0,99.91,0.01,47.6954308,-96.8107224,2.8,114.3,-0.05,19.2,2.96,-0.68,105.0,28.36,293.1,28.0,19.0,280.41,330.7,-55.5,16.7,-46.9,21.1
1658.0,2477.6,2429.1,2517.7,61.899999999999636,0.6,30.04,132.3,124.575,312.6,1293.46,1318.94,1304.71,1282.61,11.03,74.67,180.8,2376.6,16.06,12.23,89.44,1852.0,0.266,294.2,15.0,10.0,99.72,0.01,47.6956139,-96.8112717,2.8,114.3,0.08,19.2,2.29,-0.91,105.0,28.29,293.1,28.0,19.0,333.96,240.2,-55.5,16.61,-46.8,21.0
1663.0,2481.6,2433.7,2522.2,58.899999999999636,0.5,30.04,132.3,124.575,312.6,1294.28,1319.2,1303.86,1282.16,11.04,74.38,180.79,2377.8,16.07,12.37,89.59,1852.0,0.275,293.1,15.0,10.0,99.65,0.0,47.695797,-96.811821,2.8,114.3,0.01,19.2,1.99,-0.77,105.0,28.439999999999998,293.2,28.0,19.0,265.76,236.2,-55.5,16.52,-46.8,21.0
1666.0,2486.6,2437.1,2525.7,52.29999999999973,0.5,30.04,132.3,124.575,312.6,1295.12,1319.81,1303.66,1281.05,11.03,74.76,180.78,2378.4,15.97,12.35,89.83,1852.0,0.283,293.4,15.0,10.0,99.73,0.01,47.6959763,-96.8123779,2.8,114.3,-0.08,19.2,2.26,0.29,105.0,28.32,293.0,28.0,18.0,274.81,129.9,-55.6,16.35,-46.8,21.0
1667.0,2487.6,2437.9,2526.4,43.09999999999991,0.4,30.04,132.3,124.575,312.6,1296.48,1320.09,1303.5,1280.52,11.05,74.79,180.65,2376.0,16.14,12.08,90.0,1852.0,0.292,294.7,14.5,10.0,99.95,0.03,47.6961594,-96.8129349,2.8,114.3,0.01,19.2,2.26,0.73,105.0,28.22,293.3,28.0,18.0,227.15,39.4,-55.6,16.35,-46.8,21.0
1667.0,2488.6,2438.4,2526.9,35.90000000000009,0.5,30.04,132.3,124.575,312.6,1297.32,1320.43,1304.89,1280.16,11.07,74.72,180.58,2383.4,16.04,12.31,90.16,1852.0,0.299,295.0,14.5,10.0,100.1,0.02,47.6963501,-96.8134842,2.8,114.3,0.03,19.2,2.25,0.41,105.0,28.35,293.7,28.0,18.0,143.7,19.7,-55.8,16.18,-46.7,21.0
1668.0,2489.6,2439.2,2527.8,32.5,0.5,30.04,132.3,124.575,312.6,1297.49,1321.53,1306.34,1281.59,11.06,74.87,180.63,2394.3,16.07,12.15,90.21,1852.0,0.307,295.3,15.0,10.0,100.62,0.04,47.6965332,-96.8140335,2.8,114.3,-0.07,19.2,2.29,0.63,106.0,28.22,294.0,28.0,19.0,96.09,39.4,-55.8,16.18,-46.7,20.9
1672.0,2490.6,2440.4,2529.0,30.800000000000182,0.5,30.04,132.3,124.575,312.6,1298.45,1322.67,1306.28,1284.73,11.07,74.98,180.65,2398.0,15.92,12.3,90.17,1852.0,0.315,295.3,15.0,10.0,101.49,-0.0,47.6967239,-96.8145828,2.8,114.3,0.03,19.2,2.75,0.56,107.0,28.22,294.4,28.0,19.0,71.93,63.0,-55.9,16.12,-46.7,20.9
1674.0,2491.6,2441.7,2530.3,27.300000000000182,0.5,30.04,132.3,124.575,312.6,1300.0,1323.21,1307.71,1286.27,11.13,74.74,180.61,2398.5,15.85,12.17,90.06,1852.0,0.323,296.0,15.0,10.0,102.15,0.04,47.6969185,-96.8151398,2.8,114.3,0.0,19.2,2.94,0.46,107.0,28.02,294.8,28.0,19.0,64.49,110.2,-56.1,16.04,-46.7,20.9
1675.0,2493.6,2442.9,2531.5,23.09999999999991,0.5,30.04,132.3,124.575,312.6,1299.89,1323.21,1309.16,1287.17,11.11,74.9,180.5,2394.1,15.95,12.24,89.86,1852.0,0.33,295.9,15.0,10.0,102.39,0.01,47.6971169,-96.8156815,2.8,114.3,0.03,19.2,3.16,0.31,108.0,28.189999999999998,295.2,28.0,18.0,63.37,153.5,-56.1,16.04,-46.7,20.9
1678.0,2496.6,2446.1,2534.6,20.699999999999818,0.3,30.04,132.3,124.575,312.6,1300.23,1322.84,1310.51,1286.54,11.12,74.9,180.44,2394.6,15.92,12.25,89.63,1852.0,0.337,296.3,14.5,10.0,102.29,0.02,47.6973114,-96.8162231,2.8,114.3,-0.0,19.2,3.3,-0.02,108.0,28.17,295.5,28.0,18.0,93.3,189.0,-56.1,16.03,-46.6,20.8
1681.0,2499.6,2449.1,2537.7,20.0,0.4,30.04,132.3,124.575,312.6,1300.14,1322.69,1309.02,1285.18,11.09,74.63,180.36,2390.5,15.79,12.22,89.38,1852.0,0.345,296.7,14.5,10.0,101.96,0.0,47.697506,-96.8167572,2.8,114.3,0.04,19.2,3.46,-0.51,107.0,28.009999999999998,295.8,28.0,18.0,123.48,189.0,-56.2,16.03,-46.6,20.8
1685.0,2501.6,2453.0,2541.5,19.300000000000182,0.5,30.04,132.3,124.575,312.6,1299.9,1323.38,1309.18,1284.16,11.1,74.89,180.27,2392.2,15.9,12.23,89.09,1852.0,0.352,297.0,14.5,10.0,101.63,0.02,47.6977081,-96.8172913,2.8,114.3,0.04,19.2,3.45,-1.01,107.0,28.130000000000003,296.0,28.0,19.0,135.92,236.2,-56.3,16.04,-46.6,20.8
1690.0,2504.6,2457.5,2546.0,20.300000000000182,0.6,30.04,132.3,124.575,312.6,1299.03,1322.99,1308.11,1284.73,11.1,74.79,180.14,2388.5,15.96,12.29,88.76,1852.0,0.359,296.9,15.0,10.0,101.44,0.02,47.6979027,-96.8178253,2.8,114.3,-0.03,19.2,3.59,-0.82,107.0,28.25,296.0,28.0,19.0,147.68,271.7,-56.3,16.07,-46.6,20.8
