AltAGL,AltB,AltGPS,AltMSL,E1_EGT1,E1_EGT2,E1_EGT3,E1_EGT4,E1_FFlow,E1_OilP,E1_OilT,E1_RPM,FQtyL,FQtyR,GndSpd,IAS,LatAc,NormAc,OAT,Pitch,Roll,TAS,VSpd,VSpdG,WndDr,WndSpd
3.00000,832.50000,754.80000,842.60000,1069.72000,1035.22000,1066.85000,1046.21000,2.44000,56.97000,110.21000,1071.60000,19.25000,21.32000,0.00000,0.00000,0.00000,0.02000,25.50000,3.18000,0.38000,0.00000,-15.50000,0.00000,0.00000,0.00000
3.00000,832.50000,755.00000,842.90000,1071.18000,1036.01000,1066.33000,1047.12000,2.46000,56.95000,110.22000,1069.80000,19.25000,21.34000,0.00000,0.00000,-0.01000,0.03000,25.50000,3.19000,0.38000,0.00000,-17.68000,0.00000,0.00000,0.00000
3.00000,832.50000,755.10000,842.90000,1072.26000,1037.30000,1065.94000,1045.98000,2.45000,56.97000,110.25000,1072.40000,19.26000,21.35000,0.00000,0.00000,-0.02000,0.01000,25.50000,3.19000,0.40000,0.00000,-1.45000,0.00000,0.00000,0.00000
4.00000,832.50000,755.20000,843.00000,1074.47000,1037.76000,1067.13000,1045.71000,2.47000,56.92000,110.27000,1070.10000,19.27000,21.34000,0.00000,0.00000,-0.00000,0.00000,25.50000,3.19000,0.38000,0.00000,-0.05000,0.00000,0.00000,0.00000
4.00000,832.50000,755.90000,843.70000,1076.34000,1038.43000,1068.75000,1044.11000,2.47000,56.96000,110.28000,1071.40000,19.27000,21.31000,0.00000,0.00000,-0.00000,0.02000,25.50000,3.21000,0.38000,0.00000,-3.97000,0.00000,0.00000,0.00000
4.00000,833.50000,755.20000,843.00000,1079.80000,1040.20000,1069.23000,1043.85000,2.48000,56.99000,110.28000,1073.90000,19.25000,21.31000,0.00000,0.00000,-0.01000,0.00000,25.50000,3.22000,0.40000,0.00000,3.07000,0.00000,0.00000,0.00000
3.00000,832.50000,754.50000,842.30000,1082.38000,1040.85000,1068.84000,1045.25000,2.45000,56.99000,110.31000,1072.70000,19.24000,21.33000,0.00000,0.00000,0.00000,-0.00000,25.50000,3.20000,0.38000,0.00000,1.79000,0.00000,0.00000,0.00000
3.00000,831.50000,754.40000,842.20000,1081.28000,1041.33000,1068.81000,1045.23000,2.44000,57.08000,110.30000,1078.30000,19.26000,21.33000,0.00000,0.00000,-0.00000,0.02000,25.50000,3.19000,0.38000,0.00000,-29.21000,0.00000,0.00000,0.00000
3.00000,832.50000,754.30000,842.10000,1080.71000,1041.10000,1069.31000,1046.46000,2.46000,57.08000,110.30000,1078.00000,19.25000,21.36000,0.00000,0.00000,-0.01000,-0.02000,25.50000,3.19000,0.40000,0.00000,-17.77000,0.00000,0.00000,0.00000
2.00000,831.50000,754.10000,841.90000,1079.75000,1041.97000,1069.61000,1047.53000,2.46000,57.10000,110.29000,1080.50000,19.26000,21.33000,0.00000,0.00000,-0.00000,0.02000,25.50000,3.21000,0.38000,0.00000,-16.06000,0.00000,0.00000,0.00000
2.00000,832.50000,753.50000,841.30000,1078.76000,1044.51000,1068.82000,1046.85000,2.44000,57.07000,110.29000,1075.90000,19.26000,21.33000,0.00000,0.00000,-0.01000,0.01000,25.50000,3.20000,0.38000,0.00000,-6.40000,0.00000,0.00000,0.00000
3.00000,832.50000,754.40000,842.20000,1076.03000,1043.97000,1067.66000,1047.84000,2.44000,56.97000,110.30000,1068.20000,19.27000,21.32000,0.00000,0.00000,-0.01000,0.00000,25.50000,3.21000,0.38000,0.00000,-7.32000,0.00000,0.00000,0.00000
