Date,Open,High,Low,Close,Adj Close,Volume
42277,0.026928903,0.025131081,0.037687113,0.023580925,0.030243435,0.029465856
42278,0.024461606,0.022963997,0.034790808,0.02295023,0.029743562,0.02515938
42279,0.019914706,0.02338344,0.035069951,0.025613167,0.031854303,0.020807649
42282,0.027140405,0.026354424,0.04288656,0.028521373,0.034159369,0.024305205
42283,0.028303544,0.025795193,0.037652237,0.023826194,0.030437918,0.020797999
42284,0.027387134,0.028451588,0.040653251,0.029292225,0.034770412,0.024232333
42285,0.02897325,0.027682621,0.041944367,0.029642605,0.035048181,0.016557075
42286,0.030488883,0.030339043,0.045329234,0.030658726,0.035853629,0.020446946
42289,0.030242154,0.032121644,0.04602716,0.032831099,0.037575483,0.02277022
42290,0.029255235,0.031282784,0.043689142,0.030939014,0.036075812,0.035428107
42291,0.030735613,0.030339043,0.043026145,0.027715474,0.033520625,0.022517329
42292,0.029995424,0.035197482,0.045608404,0.036895583,0.040797273,0.024780043
42293,0.040111397,0.038552948,0.054471862,0.040714771,0.0438245,0.02455843
42296,0.040745848,0.038168465,0.054157789,0.039663631,0.0429913,0.021996572
42297,0.040393354,0.03834324,0.054157789,0.03843726,0.042019308,0.013066839
42298,0.039300698,0.038238386,0.053320304,0.038577418,0.042130426,0.016454254
42299,0.040040887,0.04379587,0.053529669,0.045234747,0.047407292,0.025864814
42300,0.047196076,0.04753582,0.061904592,0.047967749,0.049573539,0.023505602
42303,0.0477953,0.045438657,0.061765006,0.04667134,0.048545988,0.018124004
42304,0.047337068,0.047605741,0.062497809,0.047547303,0.049240291,0.022521655
42305,0.049205168,0.046137729,0.061799909,0.048563424,0.050045632,0.017108112
42306,0.049275678,0.049807759,0.063963439,0.051681852,0.052517534,0.014061435
42307,0.053011879,0.051869988,0.067069136,0.050490528,0.051573348,0.027969138
42310,0.05177823,0.052638928,0.066475892,0.05448492,0.05473942,0.013919017
42311,0.054104535,0.05249914,0.067418085,0.053749114,0.054156129,0.013690416
42312,0.054316037,0.052813703,0.06944203,0.053679048,0.054100623,0.011571119
42313,0.055549686,0.053163225,0.068499837,0.055045549,0.055183707,0.014743244
42314,0.053152871,0.051170916,0.066545698,0.053608957,0.054045037,0.013663463
42317,0.052518419,0.050017467,0.065463947,0.049824787,0.051045537,0.015010443
42318,0.051143779,0.050611685,0.065917578,0.05196214,0.052739691,0.009980231
42319,0.05389306,0.052708848,0.068779007,0.053398734,0.053878413,0.013875094
42320,0.051637238,0.050087387,0.064312389,0.047827591,0.049462421,0.015984741
42321,0.047760045,0.047745555,0.062637394,0.04646109,0.048379311,0.021304781
42324,0.048958439,0.048968898,0.063684269,0.051156269,0.052100947,0.012115168
42325,0.048958439,0.05043691,0.064870703,0.052137344,0.052878562,0.010012841
42326,0.053011879,0.054246781,0.068115985,0.056236847,0.056128025,0.016749073
42327,0.056994836,0.053827337,0.070733146,0.055606152,0.0556281,0.010147605
42328,0.056395613,0.054246781,0.071221681,0.055571133,0.057698509,0.018489698
42331,0.056043145,0.054945826,0.071186805,0.056587227,0.058509836,0.015358835
42332,0.053998798,0.05421182,0.069860759,0.054029428,0.056467497,0.01789374
42333,0.055267701,0.052603994,0.070384197,0.053749114,0.056243593,0.010933898
42335,0.055655423,0.053617629,0.06979098,0.055185707,0.057390736,0.000794945
42338,0.056360385,0.053128292,0.067871717,0.051226334,0.054229193,0.02285607
42339,0.05371684,0.053163225,0.067452988,0.055150661,0.057362718,0.018071096
42340,0.056430867,0.054701158,0.070488879,0.054064475,0.056495356,0.015002457
42341,0.055620168,0.052743808,0.064626436,0.04964961,0.052970216,0.032921819
42342,0.052553674,0.054945826,0.068011302,0.057217922,0.059013363,0.019068354
42345,0.056818589,0.056658507,0.072617506,0.058514358,0.060048541,0.017130074
42346,0.058122748,0.055784686,0.070209735,0.055360884,0.057530614,0.019600757
42347,0.055161964,0.056134209,0.069372224,0.054414855,0.056775217,0.01940643
42348,0.055725933,0.056134209,0.069825883,0.056131736,0.058146106,0.014522629
42349,0.055972662,0.052743808,0.06853474,0.052768039,0.055460231,0.018905639
42352,0.053434856,0.05246418,0.066266528,0.054414855,0.056775217,0.028372433
42353,0.056959581,0.06085286,0.072791994,0.061352472,0.062314863,0.023852663
42354,0.063973778,0.063649069,0.075827884,0.065276798,0.065448336,0.020177749
42355,0.065806651,0.062845169,0.076211737,0.05963559,0.060943894,0.022047816
