Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
5116,51160,43394,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370314,0.0297449,0.0352236,0.0251084,0.0353529,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5117,51170,43406,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0353529,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5118,51180,43409,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5119,51190,43411,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5120,51200,43414,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5121,51210,43437,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0340051,0.027439,0.0351087,0.024044,0.0297926
5122,51220,43488,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5123,51230,43518,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5124,51240,43521,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5125,51250,43523,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5126,51260,43526,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5127,51270,43528,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5128,51280,43530,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5129,51290,43533,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5130,51300,43535,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5131,51310,43548,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5132,51320,43552,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5133,51330,43564,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5134,51340,43571,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5135,51350,43588,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5136,51360,43594,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5137,51370,43607,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5138,51380,43610,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0245945,0.0337856,0.027439,0.0351087,0.024044,0.0297926
5139,51390,43612,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352223,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5140,51400,43617,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5141,51410,43619,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0352236,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5142,51420,43629,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5143,51430,43636,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5144,51440,43640,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5145,51450,43644,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5146,51460,43647,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0352151,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5147,51470,43652,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5148,51480,43664,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351939,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5149,51490,43673,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5150,51500,43679,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0351087,0.024044,0.0297926
5151,51510,43698,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0297926
5152,51520,43716,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0297926
5153,51530,43723,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5154,51540,43732,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0305509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5155,51550,43736,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5156,51560,43742,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5157,51570,43746,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5158,51580,43750,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5159,51590,43751,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351621,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5160,51600,43754,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.035155,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5161,51610,43767,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.035155,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5162,51620,43769,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5163,51630,43772,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5164,51640,43777,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5165,51650,43786,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5166,51660,43789,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5167,51670,43791,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5168,51680,43796,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5169,51690,43802,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0370105,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5170,51700,43805,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0369837,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5171,51710,43808,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0369837,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329567,0.027439,0.0349797,0.024044,0.0296591
5172,51720,43829,0.0222591,0.00092834,16,26,8,0.0262392,0.0332583,0.0261351,0.0369837,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5173,51730,43833,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0369837,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.030509,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5174,51740,43836,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0369837,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5175,51750,43837,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.0351513,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5176,51760,43841,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.0351372,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5177,51770,43874,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.0351372,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5178,51780,43879,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.0351372,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5179,51790,43891,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5180,51800,43894,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365208,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5181,51810,43899,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5182,51820,43902,0.0222591,0.00092834,16,26,8,0.0262392,0.0323677,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5183,51830,43913,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5184,51840,43915,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5185,51850,43928,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329319,0.027439,0.0349797,0.024044,0.0296591
5186,51860,43932,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5187,51870,43938,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5188,51880,43960,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0347939,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5189,51890,43964,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5190,51900,43965,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5191,51910,43969,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5192,51920,43970,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5193,51930,43973,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5194,51940,43976,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5195,51950,43978,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.0329055,0.027439,0.0349797,0.024044,0.0296591
5196,51960,43993,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5197,51970,43998,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5198,51980,44000,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5199,51990,44010,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5200,52000,44015,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5201,52010,44028,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5202,52020,44031,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5203,52030,44043,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5204,52040,44050,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5205,52050,44052,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.024044,0.0296591
5206,52060,44056,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.0239046,0.0295798
5207,52070,44060,0.0222591,0.00092834,16,26,8,0.0262392,0.0320895,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.0239046,0.0295798
5208,52080,44074,0.0222591,0.00092834,16,26,8,0.0262392,0.0320483,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.0239046,0.0295798
5209,52090,44077,0.0222591,0.00092834,16,26,8,0.0262392,0.0320483,0.0261351,0.0365156,0.0297449,0.035104,0.0251084,0.0344368,0.0266437,0.0343703,0.0239231,0.0304644,0.0222591,0.0355474,0.0224964,0.032819,0.027439,0.0349797,0.0239046,0.0295798
