Inserted Genomes, Total BP Epochs, Time, Best Val. MAE, Best Val. MSE, Enabled Nodes, Enabled Edges, Enabled Rec. Edges,Island_0_best_fitness,Island_0_worst_fitness,Island_1_best_fitness,Island_1_worst_fitness,Island_2_best_fitness,Island_2_worst_fitness,Island_3_best_fitness,Island_3_worst_fitness,Island_4_best_fitness,Island_4_worst_fitness,Island_5_best_fitness,Island_5_worst_fitness,Island_6_best_fitness,Island_6_worst_fitness,Island_7_best_fitness,Island_7_worst_fitness,Island_8_best_fitness,Island_8_worst_fitness,Island_9_best_fitness,Island_9_worst_fitness
97,970,6405,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
98,980,6406,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
99,990,6408,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
100,1000,6410,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
101,1010,6411,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
102,1020,6413,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
103,1030,6415,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
104,1040,6416,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
105,1050,6418,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
106,1060,6420,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
107,1070,6422,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
108,1080,6423,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
109,1090,6425,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
110,1100,6427,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
111,1110,6429,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
112,1120,6431,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
113,1130,6433,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
114,1140,6435,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
115,1150,6437,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
116,1160,6438,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
117,1170,6440,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
118,1180,6443,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
119,1190,6446,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
120,1200,6450,1e+07,1e+07,13,12,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
121,1210,9551,0.227812,0.0539853,10,12,1,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.227812,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07
122,1220,9592,0.187284,0.0415951,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.227812,1e+07,1e+07,1e+07,1e+07,1e+07,0.187284,1e+07,1e+07,1e+07,1e+07,1e+07
123,1230,9634,0.161546,0.0291147,13,10,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.227812,1e+07,1e+07,1e+07,1e+07,1e+07,0.161546,1e+07,1e+07,1e+07,1e+07,1e+07
124,1240,9686,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.227812,1e+07,1e+07,1e+07,0.105463,1e+07,0.161546,1e+07,1e+07,1e+07,1e+07,1e+07
125,1250,9701,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.227812,1e+07,1e+07,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
126,1260,9705,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,1e+07,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
127,1270,9714,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,1e+07,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
128,1280,9716,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,1e+07,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
129,1290,9725,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
130,1300,9743,0.105463,0.0144633,12,11,0,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
131,1310,9747,0.105463,0.0144633,12,11,0,0.191343,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
132,1320,9756,0.105463,0.0144633,12,11,0,0.191343,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
133,1330,9757,0.105463,0.0144633,12,11,0,0.191343,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
134,1340,9765,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
135,1350,9769,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,1e+07,1e+07
136,1360,9775,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
137,1370,9785,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
138,1380,9786,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
139,1390,9789,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
140,1400,9790,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
141,1410,9791,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
142,1420,9793,0.105463,0.0144633,12,11,0,0.184113,1e+07,1e+07,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
143,1430,9829,0.105463,0.0144633,12,11,0,0.128327,1e+07,1e+07,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
144,1440,9832,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
145,1450,9836,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.177798,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
146,1460,9839,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.265287,1e+07,1e+07,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
147,1470,9841,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.177078,1e+07,1e+07,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
148,1480,9844,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.177078,1e+07,1e+07,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
149,1490,9861,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.177078,1e+07,1e+07,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
150,1500,9871,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.177078,1e+07,0.385014,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
151,1510,9872,0.105463,0.0144633,12,11,0,0.128327,1e+07,0.224387,1e+07,0.177078,1e+07,0.385014,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
152,1520,9881,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.385014,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
153,1530,9883,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.385014,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
154,1540,9886,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.385014,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
155,1550,9887,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.148746,1e+07,0.291015,1e+07
156,1560,9889,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.122932,1e+07,0.291015,1e+07
157,1570,9906,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.122932,1e+07,0.291015,1e+07
158,1580,9920,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.161546,1e+07,0.122932,1e+07,0.21311,1e+07
159,1590,9921,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.21311,1e+07
160,1600,9923,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.21311,1e+07
161,1610,9932,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.223022,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
162,1620,9937,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
163,1630,9940,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
164,1640,9941,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.224387,1e+07,0.177078,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
165,1650,9943,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.177078,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
166,1660,9946,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
167,1670,9960,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.201593,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
168,1680,9963,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
169,1690,9972,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
170,1700,9984,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.122932,1e+07,0.159995,1e+07
171,1710,9991,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
172,1720,9993,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
173,1730,10012,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
174,1740,10019,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
175,1750,10020,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.105463,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
176,1760,10027,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
177,1770,10031,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.192248,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
178,1780,10042,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
179,1790,10045,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
180,1800,10048,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
181,1810,10049,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.193625,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
182,1820,10051,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
183,1830,10052,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
184,1840,10056,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
185,1850,10060,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0678295,1e+07,0.159995,1e+07
186,1860,10067,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.159995,1e+07
187,1870,10071,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
188,1880,10074,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
189,1890,10079,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
190,1900,10084,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
191,1910,10085,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
192,1920,10088,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.146618,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
193,1930,10089,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
194,1940,10092,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
195,1950,10093,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
196,1960,10094,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
197,1970,10097,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
198,1980,10098,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
199,1990,10101,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
200,2000,10102,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0922894,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
201,2010,10103,0.0484702,0.00408448,12,12,1,0.0484702,1e+07,0.0597943,1e+07,0.0577127,1e+07,0.057799,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
202,2020,10114,0.0449484,0.00285606,13,12,0,0.0484702,1e+07,0.0597943,1e+07,0.0577127,1e+07,0.0449484,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
203,2030,10115,0.0449484,0.00285606,13,12,0,0.0484702,1e+07,0.0597943,1e+07,0.0577127,1e+07,0.0449484,1e+07,0.0565453,1e+07,0.15833,1e+07,0.0985666,1e+07,0.0653481,1e+07,0.0610542,1e+07,0.0662173,1e+07
